Suburb,Address,Rooms,Type,Price,Method,agentName,Date,Distance,Postcode,Bathroom,parkingSpot,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,hasGarden,hasSwimmingPool,hasFence,propertyId,isLandCleared,numberOfSharedWalls,numberOfLevels,underConstruction,agentId,buyerName,buyerId,gender,age,floorLevel,hasBalcony,transactionId,hasElevator
Abbotsford,200 Nicholson St,2,h,1012500,S,Nelson,28/05/2016,2.5,3067,1,0,182,82,1900,Yarra City Council,-37.8021,144.9976,Northern Metropolitan,4019,TRUE,FALSE,TRUE,5684,TRUE,0,0,FALSE,4,Michael Garcia,61,M,79,0,FALSE,49,FALSE
Abbotsford,27 Charles St,2,h,1030000,S,Biggin,30/07/2016,2.5,3067,1,1,172,81,1930,Yarra City Council,-37.8086,144.9946,Northern Metropolitan,4019,FALSE,TRUE,TRUE,26759,TRUE,0,0,FALSE,2,Annette Chapman,63,F,44,0,TRUE,51,FALSE
Abbotsford,132 Vere St,3,h,1000000,SP,Biggin,8/4/2017,2.5,3067,1,0,198,98,1900,Yarra City Council,-37.8025,144.9939,Northern Metropolitan,4019,TRUE,FALSE,TRUE,22955,TRUE,0,0,FALSE,2,Jill Shea,13788,F,38,2,FALSE,13345,FALSE
Abbotsford,24 Cooke St,2,h,1050000,S,Jellis,29/04/2017,2.5,3067,1,0,129,128,1890,Yarra City Council,-37.8099,145.0027,Northern Metropolitan,4019,FALSE,FALSE,TRUE,23378,TRUE,0,0,FALSE,1,Troy Smith,13794,F,77,1,TRUE,13352,FALSE
Abbotsford,198 Gipps St,2,h,1242000,S,Nelson,29/04/2017,2.5,3067,1,1,249,98,1940,Yarra City Council,-37.8052,144.9963,Northern Metropolitan,4019,TRUE,TRUE,FALSE,16990,TRUE,0,0,FALSE,4,Christopher Perez,13795,F,20,0,TRUE,13353,FALSE
Abbotsford,22 Lulie St,3,h,1165000,S,Jellis,29/04/2017,2.5,3067,2,0,92,114,1888,Yarra City Council,-37.797,144.9957,Northern Metropolitan,4019,TRUE,TRUE,TRUE,8988,TRUE,0,0,FALSE,1,Leonidia Vassiliou,13796,M,48,0,TRUE,13354,FALSE
Abbotsford,5/29 Church St,2,u,480000,S,hockingstuart,17/06/2017,3,3067,1,1,601,64,1970,Yarra City Council,-37.80915,145.00066,Northern Metropolitan,4019,TRUE,FALSE,FALSE,18722,TRUE,0,0,FALSE,14,Kimberly Johnson,15209,F,63,0,TRUE,14790,TRUE
Abbotsford,14/205 Gipps St,2,u,750000,SP,Jellis,17/06/2017,3,3067,1,1,2379,69,2013,Yarra City Council,-37.80554,144.99612,Northern Metropolitan,4019,TRUE,FALSE,FALSE,13270,TRUE,0,0,FALSE,1,Amy Stewart MD,15210,F,25,0,TRUE,14791,TRUE
Abbotsford,2 Federation La,3,h,855000,S,Nelson,24/06/2017,3,3067,2,1,92,116,2004,Yarra City Council,-37.79683,144.99586,Northern Metropolitan,4019,FALSE,TRUE,TRUE,23588,TRUE,0,0,FALSE,4,Mr. William Jones,15835,M,52,0,FALSE,15427,FALSE
Abbotsford,67 Yarra St,3,h,1402500,S,Jellis,27/05/2017,3,3067,1,1,270,101,1960,Yarra City Council,-37.8023,144.99615,Northern Metropolitan,4019,FALSE,FALSE,TRUE,11984,TRUE,0,0,FALSE,1,Christopher Miller,16426,M,60,0,FALSE,16035,FALSE
Abbotsford,143 Charles St,3,h,1635000,S,Nelson,12/8/2017,3,3067,1,0,142,130,1880,Yarra City Council,-37.80359,144.99538,Northern Metropolitan,4019,TRUE,FALSE,TRUE,27153,TRUE,0,0,FALSE,4,Craig Pierce,17591,F,90,0,FALSE,17233,FALSE
Abbotsford,133 Yarra St,2,h,1190000,S,Biggin,22/07/2017,3,3067,2,1,147,175,2000,Yarra City Council,-37.80269,145.0001,Northern Metropolitan,4019,FALSE,FALSE,TRUE,34251,TRUE,0,0,FALSE,2,James Golden,18528,M,38,0,TRUE,18201,FALSE
Abbotsford,60 Charles St,3,h,1370000,S,Jellis,7/10/2017,3,3067,1,,192,109,1900,Yarra City Council,-37.80792,144.99508,Northern Metropolitan,4019,FALSE,FALSE,TRUE,19054,TRUE,0,0,FALSE,1,Efthimios Climamis,23114,F,45,0,TRUE,22945,FALSE
Abbotsford,38 Studley St,3,h,1240000,S,Nelson,7/10/2017,3,3067,1,1,159,93,1890,Yarra City Council,-37.80124,144.99459,Northern Metropolitan,4019,FALSE,FALSE,TRUE,19742,TRUE,0,0,FALSE,4,Sharon Harris,23116,F,24,0,TRUE,22947,FALSE
Abbotsford,44 Lulie St,2,h,970000,S,Nelson,9/12/2017,3,3067,1,,105,85,1890,Yarra City Council,-37.79644,144.99578,Northern Metropolitan,4019,FALSE,FALSE,TRUE,15507,TRUE,0,0,FALSE,4,Dr Edward Mills,29279,M,82,5,TRUE,29404,FALSE
Abbotsford,16 Federation La,3,h,955000,S,Biggin,17/02/2018,3,3067,2,2,86,122,2004,Yarra City Council,-37.79686,144.99621,Northern Metropolitan,4019,FALSE,FALSE,TRUE,15609,TRUE,0,0,FALSE,2,Mary Johnson,31587,F,57,0,TRUE,31831,FALSE
Abbotsford,31 Park St,3,h,1200000,S,Biggin,17/02/2018,3,3067,1,1,211,93,1970,Yarra City Council,-37.80864,144.99386,Northern Metropolitan,4019,FALSE,FALSE,TRUE,30833,TRUE,0,0,FALSE,2,Matthew Gough,31588,M,66,0,FALSE,31833,FALSE
Aberfeldie,40 Clifton St,4,h,1646000,S,Rendina,4/3/2017,9.1,3040,3,2,757,157,1950,Moonee Valley City Council,-37.7606,144.8909,Western Metropolitan,1543,TRUE,TRUE,FALSE,19693,TRUE,0,0,FALSE,20,Julie White-Nelson,10892,F,81,0,TRUE,10388,FALSE
Aberfeldie,8/257 Buckley St,2,u,470000,S,Brad,7/5/2016,9.1,3040,1,1,976,71,2000,Moonee Valley City Council,-37.7557,144.9037,Western Metropolitan,1543,TRUE,FALSE,FALSE,1063,TRUE,0,3,FALSE,15,Charlene Russo,10895,F,31,0,TRUE,10391,TRUE
Aberfeldie,21 May St,4,h,1346000,S,Nelson,8/10/2016,9.1,3040,2,2,559,204,1995,Moonee Valley City Council,-37.7614,144.8925,Western Metropolitan,1543,TRUE,FALSE,TRUE,1749,TRUE,0,0,FALSE,4,Brittany Davis,10897,F,78,0,FALSE,10393,FALSE
Aberfeldie,2/30 Caroline St,3,t,935000,SP,Nelson,10/9/2016,9.1,3040,2,2,217,149,2005,Moonee Valley City Council,-37.7591,144.8923,Western Metropolitan,1543,FALSE,FALSE,FALSE,6071,TRUE,2,0,FALSE,4,Fakhruddin Tabin,10899,F,58,0,TRUE,10395,FALSE
Aberfeldie,126 The Boulevard,4,h,3900000,S,Nelson,10/12/2016,9.1,3040,4,4,670,375,2010,Moonee Valley City Council,-37.7637,144.8931,Western Metropolitan,1543,FALSE,FALSE,TRUE,4024,TRUE,0,0,FALSE,4,July Giannis Timini Dacky,10902,F,68,0,TRUE,10398,FALSE
Aberfeldie,2 May St,4,h,1150000,PI,Nelson,11/2/2017,9.1,3040,2,2,578,35,2010,Moonee Valley City Council,-37.7614,144.8953,Western Metropolitan,1543,TRUE,TRUE,TRUE,30792,TRUE,0,0,FALSE,4,Dr Gillian Cox,10904,F,46,0,TRUE,10400,FALSE
Balwyn North,4 Beverley Ct,4,dev,1190000,VB,Bekdon,03/03/2018,9.7,3104,2,2,260,,,Boroondara City Council,-37.79589,145.09988,Southern Metropolitan,7809,FALSE,FALSE,FALSE,7695,FALSE,0,0,FALSE,73,Henry Smith,30666,M,69,0,TRUE,30861,FALSE
Bentleigh,1 Donaldson St,3,dev,1730000,S,Jellis,14/10/2017,11.4,3204,1,2,569,0,1940,Glen Eira City Council,-37.91456,145.04109,Southern Metropolitan,6795,FALSE,TRUE,TRUE,27063,TRUE,0,0,TRUE,1,Veronica Nguyen,23740,F,20,0,TRUE,23602,FALSE
Blackburn South,5 Abercromby Rd,4,dev,1400000,VB,Jellis,03/03/2018,13.4,3130,2,1,560,,1960,Whitehorse City Council,-37.83533,145.14455,Eastern Metropolitan,4387,FALSE,TRUE,TRUE,29851,FALSE,0,0,FALSE,1,Paige Butler,30709,F,57,0,TRUE,30906,FALSE
Brighton East,60 Cummins Rd,3,dev,1650000,SP,Buxton,26/08/2017,10.3,3187,2,2,623,0,,Bayside City Council,-37.92698,145.02673,Southern Metropolitan,6938,FALSE,FALSE,FALSE,14825,FALSE,0,0,TRUE,28,Jack Simpson,22588,M,68,0,FALSE,22391,FALSE
